,cibil_score,loan_amount,loan_id,commercial_assets_value,loan_term,bank_asset_value,residential_assets_value,income_annum,no_of_dependents,self_employed
980,246.0,123.0,1449.0,25.0,3.0,45.0,83.0,37.0,4.0,0.0
981,21.0,129.0,1348.0,40.0,7.0,71.0,68.0,61.0,5.0,1.0
982,433.0,198.0,319.0,18.0,4.0,134.0,49.0,91.0,0.0,0.0
983,124.0,10.0,272.0,5.0,1.0,6.0,15.0,3.0,2.0,1.0
984,420.0,143.0,1236.0,40.0,0.0,54.0,93.0,37.0,0.0,0.0
985,0.0,299.0,840.0,164.0,1.0,92.0,172.0,95.0,0.0,0.0
986,76.0,158.0,580.0,52.0,7.0,100.0,21.0,68.0,3.0,1.0
987,350.0,145.0,726.0,52.0,5.0,41.0,116.0,50.0,2.0,0.0
988,426.0,23.0,353.0,6.0,6.0,4.0,22.0,5.0,4.0,0.0
989,537.0,117.0,1104.0,104.0,4.0,50.0,5.0,51.0,1.0,1.0
990,93.0,2.0,1609.0,3.0,3.0,2.0,5.0,1.0,5.0,0.0
991,7.0,93.0,1165.0,78.0,0.0,31.0,89.0,39.0,5.0,1.0
992,206.0,139.0,1058.0,92.0,0.0,35.0,17.0,62.0,0.0,0.0
993,556.0,160.0,1024.0,19.0,8.0,50.0,52.0,74.0,5.0,0.0
994,414.0,160.0,620.0,15.0,4.0,62.0,120.0,53.0,0.0,1.0
995,214.0,81.0,1079.0,12.0,4.0,37.0,16.0,26.0,4.0,1.0
996,513.0,141.0,363.0,130.0,4.0,90.0,47.0,67.0,1.0,0.0
997,562.0,130.0,507.0,54.0,1.0,45.0,85.0,56.0,2.0,0.0
998,556.0,200.0,733.0,73.0,1.0,76.0,44.0,51.0,3.0,0.0
999,536.0,222.0,133.0,160.0,8.0,126.0,75.0,94.0,2.0,0.0
1000,537.0,210.0,1353.0,64.0,6.0,99.0,81.0,86.0,5.0,1.0
1001,263.0,222.0,1594.0,53.0,2.0,81.0,82.0,77.0,2.0,1.0
1002,384.0,247.0,617.0,149.0,5.0,77.0,54.0,82.0,1.0,0.0
1003,463.0,188.0,124.0,70.0,1.0,36.0,95.0,70.0,4.0,0.0
1004,220.0,134.0,1662.0,89.0,6.0,47.0,122.0,49.0,5.0,1.0
1005,336.0,141.0,1752.0,86.0,5.0,47.0,146.0,55.0,4.0,1.0
1006,7.0,124.0,1819.0,38.0,3.0,27.0,111.0,43.0,5.0,1.0
1007,563.0,91.0,573.0,14.0,8.0,23.0,29.0,24.0,0.0,0.0
1008,116.0,260.0,198.0,79.0,1.0,62.0,223.0,82.0,2.0,0.0
1009,58.0,182.0,1780.0,0.0,2.0,96.0,141.0,67.0,3.0,0.0
1010,576.0,87.0,1448.0,56.0,9.0,40.0,51.0,29.0,2.0,0.0
1011,449.0,108.0,1796.0,18.0,2.0,57.0,22.0,36.0,1.0,1.0
1012,155.0,265.0,1924.0,39.0,4.0,93.0,115.0,95.0,4.0,0.0
1013,133.0,340.0,882.0,168.0,0.0,104.0,185.0,88.0,5.0,0.0
1014,128.0,103.0,35.0,15.0,8.0,52.0,22.0,41.0,2.0,0.0
1015,210.0,215.0,2014.0,51.0,3.0,91.0,78.0,76.0,3.0,0.0
1016,145.0,237.0,1409.0,57.0,6.0,47.0,104.0,68.0,5.0,1.0
1017,344.0,103.0,488.0,46.0,9.0,54.0,69.0,42.0,0.0,0.0
1018,291.0,306.0,1538.0,141.0,8.0,85.0,203.0,82.0,3.0,0.0
1019,553.0,23.0,2073.0,5.0,0.0,5.0,12.0,5.0,5.0,1.0
1020,523.0,69.0,265.0,3.0,4.0,10.0,26.0,18.0,4.0,1.0
1021,17.0,29.0,68.0,10.0,3.0,9.0,4.0,6.0,2.0,0.0
1022,199.0,111.0,1288.0,75.0,6.0,55.0,82.0,39.0,2.0,1.0
1023,247.0,157.0,1687.0,86.0,1.0,79.0,131.0,68.0,1.0,1.0
1024,367.0,238.0,1565.0,60.0,4.0,63.0,189.0,68.0,4.0,1.0
1025,269.0,52.0,818.0,12.0,4.0,14.0,5.0,14.0,4.0,0.0
1026,432.0,330.0,1222.0,6.0,2.0,82.0,43.0,91.0,5.0,0.0
1027,468.0,91.0,11.0,28.0,6.0,43.0,30.0,27.0,4.0,1.0
1028,519.0,32.0,256.0,17.0,7.0,7.0,9.0,8.0,3.0,1.0
1029,471.0,190.0,1245.0,48.0,2.0,50.0,40.0,69.0,0.0,1.0
1030,46.0,55.0,1081.0,7.0,8.0,10.0,30.0,16.0,0.0,0.0
1031,426.0,165.0,1971.0,26.0,4.0,56.0,21.0,66.0,1.0,1.0
1032,158.0,51.0,2024.0,35.0,2.0,18.0,20.0,23.0,0.0,1.0
1033,366.0,70.0,695.0,22.0,2.0,32.0,36.0,26.0,0.0,0.0
1034,283.0,267.0,1142.0,122.0,2.0,49.0,68.0,68.0,1.0,0.0
1035,184.0,21.0,138.0,0.0,4.0,5.0,9.0,7.0,3.0,1.0
1036,358.0,199.0,389.0,50.0,3.0,91.0,167.0,68.0,2.0,0.0
1037,488.0,315.0,81.0,165.0,2.0,98.0,95.0,84.0,2.0,1.0
1038,558.0,91.0,535.0,37.0,3.0,48.0,45.0,38.0,2.0,0.0
1039,518.0,329.0,1006.0,160.0,4.0,66.0,237.0,95.0,1.0,0.0
1040,53.0,44.0,1158.0,6.0,1.0,14.0,22.0,12.0,2.0,0.0
1041,216.0,187.0,1103.0,93.0,2.0,95.0,54.0,68.0,2.0,1.0
1042,334.0,267.0,2079.0,77.0,1.0,41.0,155.0,80.0,5.0,1.0
1043,260.0,294.0,814.0,139.0,2.0,87.0,59.0,77.0,5.0,0.0
1044,212.0,312.0,294.0,13.0,2.0,122.0,60.0,93.0,4.0,1.0
1045,307.0,206.0,911.0,2.0,1.0,96.0,45.0,81.0,3.0,1.0
1046,387.0,90.0,1138.0,12.0,7.0,37.0,52.0,24.0,5.0,1.0
1047,151.0,322.0,1919.0,70.0,7.0,71.0,229.0,88.0,3.0,1.0
1048,221.0,172.0,302.0,23.0,4.0,72.0,143.0,54.0,4.0,1.0
1049,58.0,245.0,1430.0,87.0,9.0,43.0,240.0,85.0,3.0,0.0
1050,573.0,24.0,343.0,10.0,1.0,5.0,20.0,9.0,5.0,1.0
1051,333.0,245.0,1169.0,107.0,4.0,45.0,169.0,75.0,0.0,0.0
1052,397.0,278.0,527.0,11.0,7.0,67.0,98.0,73.0,1.0,0.0
1053,496.0,259.0,1438.0,64.0,3.0,126.0,222.0,83.0,1.0,1.0
1054,515.0,275.0,1340.0,126.0,9.0,106.0,219.0,78.0,1.0,1.0
1055,126.0,202.0,1836.0,19.0,7.0,39.0,29.0,55.0,5.0,1.0
1056,544.0,48.0,170.0,12.0,9.0,31.0,39.0,20.0,2.0,1.0
1057,364.0,87.0,803.0,57.0,0.0,31.0,88.0,37.0,4.0,0.0
1058,90.0,171.0,734.0,53.0,4.0,53.0,125.0,45.0,3.0,0.0
1059,42.0,125.0,391.0,70.0,7.0,41.0,104.0,39.0,2.0,0.0
1060,247.0,248.0,717.0,79.0,8.0,47.0,126.0,73.0,3.0,1.0
1061,164.0,196.0,585.0,68.0,6.0,32.0,143.0,57.0,4.0,0.0
1062,415.0,34.0,1400.0,13.0,3.0,13.0,31.0,8.0,3.0,1.0
1063,337.0,217.0,889.0,79.0,9.0,55.0,96.0,61.0,1.0,0.0
1064,242.0,175.0,1862.0,97.0,9.0,108.0,25.0,78.0,2.0,0.0
1065,172.0,203.0,136.0,15.0,4.0,119.0,16.0,82.0,0.0,0.0
1066,439.0,179.0,2001.0,79.0,3.0,53.0,206.0,69.0,5.0,0.0
1067,377.0,84.0,1014.0,12.0,9.0,13.0,27.0,25.0,5.0,1.0
1068,0.0,127.0,1829.0,59.0,7.0,31.0,56.0,31.0,2.0,0.0
1069,511.0,28.0,1217.0,17.0,7.0,14.0,3.0,11.0,5.0,1.0
1070,172.0,177.0,1466.0,132.0,9.0,93.0,67.0,69.0,1.0,1.0
1071,81.0,214.0,1459.0,82.0,4.0,57.0,166.0,62.0,4.0,1.0
1072,278.0,82.0,682.0,51.0,5.0,39.0,76.0,31.0,3.0,1.0
1073,573.0,163.0,335.0,14.0,6.0,59.0,9.0,42.0,4.0,1.0
1074,11.0,152.0,663.0,2.0,7.0,27.0,129.0,45.0,0.0,0.0
1075,224.0,255.0,347.0,34.0,8.0,54.0,125.0,87.0,0.0,0.0
1076,228.0,112.0,1698.0,80.0,5.0,54.0,37.0,46.0,3.0,1.0
1077,12.0,196.0,1738.0,22.0,2.0,110.0,210.0,97.0,2.0,0.0
1078,357.0,83.0,2047.0,63.0,1.0,35.0,116.0,38.0,3.0,1.0
1079,329.0,299.0,101.0,110.0,2.0,92.0,169.0,88.0,3.0,1.0
1080,98.0,150.0,1625.0,54.0,1.0,24.0,3.0,42.0,5.0,0.0
1081,528.0,173.0,1126.0,2.0,6.0,56.0,128.0,65.0,5.0,1.0
1082,441.0,5.0,753.0,2.0,8.0,2.0,3.0,0.0,3.0,0.0
1083,247.0,93.0,1351.0,2.0,6.0,19.0,59.0,25.0,2.0,1.0
1084,307.0,44.0,741.0,1.0,0.0,30.0,6.0,18.0,4.0,1.0
1085,293.0,83.0,383.0,29.0,2.0,33.0,28.0,20.0,4.0,0.0
1086,438.0,38.0,1647.0,10.0,0.0,10.0,15.0,14.0,5.0,1.0
1087,496.0,60.0,1235.0,1.0,7.0,19.0,12.0,17.0,0.0,1.0
1088,359.0,12.0,105.0,6.0,0.0,5.0,0.0,2.0,4.0,1.0
1089,360.0,78.0,2052.0,38.0,4.0,19.0,92.0,30.0,1.0,1.0
1090,16.0,96.0,792.0,55.0,4.0,36.0,92.0,30.0,3.0,1.0
1091,487.0,288.0,1359.0,118.0,6.0,47.0,63.0,75.0,0.0,0.0
1092,561.0,11.0,1298.0,4.0,4.0,7.0,15.0,4.0,5.0,1.0
1093,5.0,55.0,590.0,33.0,6.0,20.0,7.0,16.0,4.0,1.0
1094,443.0,167.0,2076.0,5.0,2.0,68.0,12.0,69.0,1.0,0.0
1095,83.0,183.0,44.0,97.0,1.0,42.0,28.0,51.0,5.0,1.0
1096,300.0,198.0,1025.0,155.0,4.0,52.0,99.0,78.0,3.0,0.0
1097,231.0,178.0,1029.0,42.0,6.0,75.0,119.0,59.0,3.0,1.0
1098,109.0,225.0,699.0,156.0,4.0,47.0,1.0,88.0,1.0,1.0
1099,517.0,172.0,435.0,36.0,9.0,74.0,19.0,86.0,1.0,0.0
1100,580.0,35.0,809.0,4.0,0.0,20.0,13.0,14.0,4.0,1.0
1101,374.0,204.0,443.0,92.0,2.0,67.0,12.0,87.0,4.0,1.0
1102,308.0,321.0,501.0,50.0,1.0,78.0,155.0,92.0,0.0,0.0
1103,122.0,78.0,1616.0,19.0,5.0,22.0,74.0,24.0,3.0,0.0
1104,552.0,122.0,931.0,8.0,8.0,23.0,111.0,38.0,0.0,0.0
1105,333.0,53.0,397.0,19.0,3.0,25.0,27.0,21.0,5.0,1.0
1106,444.0,47.0,1498.0,25.0,0.0,32.0,12.0,20.0,1.0,0.0
1107,496.0,157.0,1049.0,50.0,5.0,50.0,132.0,64.0,5.0,1.0
1108,442.0,29.0,1533.0,20.0,3.0,20.0,23.0,12.0,3.0,0.0
1109,432.0,130.0,192.0,93.0,6.0,70.0,162.0,56.0,4.0,1.0
1110,444.0,184.0,357.0,6.0,4.0,26.0,37.0,48.0,4.0,0.0
1111,385.0,137.0,476.0,17.0,0.0,46.0,114.0,46.0,4.0,0.0
1112,195.0,7.0,219.0,8.0,9.0,2.0,9.0,3.0,3.0,0.0
1113,99.0,180.0,990.0,131.0,1.0,61.0,127.0,67.0,5.0,1.0
1114,333.0,115.0,775.0,29.0,1.0,36.0,24.0,33.0,5.0,1.0
1115,579.0,317.0,426.0,58.0,4.0,95.0,169.0,88.0,0.0,1.0
1116,274.0,46.0,1728.0,18.0,3.0,17.0,22.0,11.0,2.0,1.0
1117,372.0,195.0,1467.0,53.0,7.0,73.0,94.0,68.0,4.0,1.0
1118,282.0,68.0,1569.0,8.0,4.0,26.0,41.0,23.0,0.0,0.0
1119,479.0,198.0,380.0,108.0,8.0,56.0,15.0,56.0,3.0,0.0
1120,125.0,213.0,1150.0,61.0,7.0,72.0,30.0,59.0,3.0,1.0
1121,5.0,110.0,1180.0,59.0,5.0,21.0,51.0,37.0,0.0,0.0
1122,428.0,229.0,1500.0,121.0,6.0,54.0,110.0,78.0,4.0,1.0
1123,424.0,159.0,948.0,40.0,9.0,44.0,89.0,60.0,4.0,1.0
1124,318.0,20.0,556.0,5.0,3.0,3.0,19.0,4.0,0.0,0.0
1125,341.0,224.0,1721.0,134.0,1.0,64.0,10.0,67.0,3.0,0.0
1126,104.0,215.0,701.0,1.0,1.0,58.0,99.0,59.0,2.0,0.0
1127,299.0,155.0,1335.0,77.0,1.0,70.0,61.0,49.0,5.0,0.0
1128,303.0,354.0,790.0,104.0,0.0,60.0,67.0,96.0,0.0,1.0
1129,319.0,166.0,184.0,9.0,8.0,49.0,37.0,66.0,3.0,1.0
1130,163.0,134.0,1296.0,123.0,0.0,55.0,34.0,60.0,5.0,0.0
1131,27.0,193.0,1214.0,48.0,7.0,37.0,25.0,53.0,2.0,0.0
1132,299.0,167.0,1593.0,32.0,5.0,39.0,154.0,58.0,4.0,1.0
1133,388.0,109.0,424.0,76.0,2.0,27.0,142.0,50.0,1.0,0.0
1134,417.0,197.0,1993.0,72.0,6.0,86.0,47.0,76.0,3.0,1.0
1135,390.0,89.0,1297.0,18.0,8.0,35.0,45.0,34.0,2.0,1.0
1136,516.0,39.0,1212.0,17.0,2.0,12.0,14.0,18.0,3.0,0.0
1137,520.0,45.0,440.0,1.0,1.0,8.0,6.0,11.0,0.0,1.0
1138,571.0,201.0,543.0,94.0,5.0,33.0,89.0,53.0,2.0,0.0
1139,116.0,219.0,312.0,6.0,2.0,98.0,75.0,89.0,0.0,0.0
1140,79.0,41.0,812.0,3.0,9.0,19.0,18.0,14.0,4.0,1.0
1141,316.0,37.0,1831.0,1.0,2.0,5.0,8.0,8.0,3.0,0.0
1142,275.0,129.0,103.0,58.0,0.0,52.0,138.0,46.0,2.0,0.0
1143,406.0,193.0,141.0,89.0,0.0,42.0,42.0,72.0,3.0,1.0
1144,177.0,8.0,242.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0
1145,404.0,169.0,1623.0,42.0,5.0,85.0,102.0,61.0,1.0,0.0
1146,128.0,7.0,161.0,5.0,4.0,1.0,5.0,1.0,1.0,1.0
1147,495.0,116.0,1260.0,82.0,2.0,52.0,113.0,44.0,4.0,1.0
1148,201.0,57.0,1197.0,27.0,2.0,19.0,27.0,13.0,1.0,0.0
1149,438.0,196.0,943.0,85.0,2.0,30.0,84.0,48.0,0.0,1.0
1150,44.0,184.0,1110.0,18.0,4.0,82.0,13.0,85.0,0.0,1.0
1151,198.0,203.0,1149.0,9.0,4.0,67.0,2.0,81.0,2.0,1.0
1152,9.0,214.0,878.0,10.0,0.0,76.0,119.0,53.0,2.0,1.0
1153,572.0,222.0,281.0,26.0,2.0,48.0,120.0,56.0,2.0,1.0
1154,430.0,331.0,997.0,166.0,6.0,51.0,66.0,96.0,4.0,1.0
1155,454.0,2.0,1961.0,1.0,7.0,1.0,7.0,0.0,4.0,0.0
1156,383.0,152.0,916.0,128.0,0.0,93.0,31.0,72.0,1.0,0.0
1157,317.0,78.0,1223.0,55.0,4.0,29.0,72.0,33.0,1.0,1.0
1158,487.0,191.0,1911.0,94.0,2.0,55.0,102.0,67.0,5.0,1.0
1159,137.0,142.0,857.0,3.0,5.0,39.0,100.0,39.0,0.0,0.0
1160,360.0,130.0,1635.0,55.0,4.0,61.0,20.0,39.0,3.0,1.0
1161,275.0,274.0,1522.0,76.0,3.0,63.0,90.0,69.0,3.0,0.0
1162,444.0,145.0,613.0,50.0,9.0,37.0,124.0,45.0,0.0,0.0
1163,516.0,78.0,950.0,17.0,9.0,20.0,66.0,36.0,0.0,1.0
1164,340.0,334.0,1450.0,76.0,4.0,59.0,107.0,95.0,2.0,0.0
1165,534.0,158.0,1977.0,66.0,8.0,64.0,39.0,41.0,4.0,1.0
1166,491.0,120.0,1669.0,19.0,8.0,28.0,50.0,29.0,5.0,0.0
1167,466.0,122.0,266.0,10.0,8.0,32.0,34.0,49.0,0.0,1.0
1168,8.0,48.0,1266.0,26.0,2.0,31.0,33.0,20.0,4.0,1.0
1169,187.0,112.0,1708.0,23.0,7.0,32.0,49.0,30.0,3.0,0.0
1170,130.0,112.0,1426.0,28.0,3.0,59.0,46.0,38.0,0.0,0.0
1171,409.0,74.0,660.0,17.0,2.0,16.0,61.0,22.0,2.0,0.0
1172,220.0,155.0,944.0,52.0,0.0,39.0,39.0,51.0,4.0,0.0
1173,305.0,83.0,48.0,3.0,9.0,33.0,95.0,34.0,3.0,0.0
1174,452.0,276.0,394.0,118.0,9.0,103.0,224.0,94.0,2.0,1.0
1175,204.0,145.0,802.0,57.0,9.0,26.0,93.0,40.0,0.0,0.0
1176,294.0,54.0,1423.0,27.0,4.0,18.0,50.0,15.0,2.0,0.0
1177,514.0,76.0,1050.0,21.0,9.0,26.0,49.0,31.0,2.0,0.0
1178,133.0,205.0,1128.0,73.0,9.0,88.0,97.0,69.0,1.0,1.0
1179,356.0,67.0,191.0,12.0,2.0,14.0,1.0,18.0,0.0,0.0
1180,46.0,201.0,1941.0,125.0,6.0,47.0,57.0,81.0,1.0,0.0
1181,158.0,190.0,1787.0,15.0,5.0,96.0,55.0,74.0,2.0,0.0
1182,557.0,202.0,754.0,95.0,3.0,78.0,56.0,54.0,5.0,1.0
1183,71.0,193.0,977.0,47.0,4.0,106.0,105.0,71.0,5.0,1.0
1184,378.0,12.0,1090.0,3.0,7.0,2.0,5.0,2.0,1.0,1.0
1185,356.0,167.0,1290.0,54.0,4.0,29.0,69.0,46.0,5.0,1.0
1186,330.0,185.0,474.0,11.0,1.0,43.0,33.0,64.0,5.0,0.0
1187,94.0,327.0,1834.0,158.0,5.0,88.0,174.0,86.0,3.0,0.0
1188,89.0,293.0,1421.0,22.0,1.0,40.0,56.0,73.0,2.0,0.0
1189,188.0,117.0,1627.0,7.0,5.0,36.0,46.0,44.0,0.0,1.0
1190,141.0,254.0,1595.0,136.0,8.0,101.0,170.0,93.0,3.0,1.0
1191,488.0,182.0,1209.0,11.0,7.0,97.0,147.0,64.0,0.0,1.0
1192,299.0,279.0,900.0,38.0,4.0,116.0,115.0,78.0,2.0,1.0
1193,102.0,75.0,153.0,25.0,4.0,34.0,79.0,26.0,0.0,1.0
1194,44.0,191.0,1008.0,93.0,2.0,45.0,79.0,79.0,4.0,1.0
1195,307.0,22.0,2060.0,17.0,9.0,13.0,29.0,9.0,2.0,0.0
1196,450.0,11.0,1973.0,5.0,1.0,3.0,9.0,4.0,4.0,1.0
1197,29.0,233.0,57.0,103.0,4.0,87.0,186.0,60.0,5.0,1.0
1198,527.0,199.0,1695.0,122.0,7.0,96.0,84.0,63.0,0.0,0.0
1199,172.0,167.0,2056.0,33.0,4.0,63.0,18.0,49.0,3.0,1.0
1200,341.0,224.0,1858.0,158.0,0.0,58.0,37.0,81.0,3.0,1.0
1201,357.0,44.0,1256.0,3.0,0.0,8.0,12.0,10.0,1.0,1.0
1202,47.0,52.0,1441.0,0.0,8.0,20.0,2.0,19.0,4.0,1.0
1203,368.0,213.0,1190.0,121.0,6.0,112.0,89.0,73.0,3.0,1.0
1204,387.0,31.0,1987.0,5.0,2.0,16.0,21.0,12.0,5.0,0.0
1205,45.0,230.0,1711.0,122.0,1.0,81.0,184.0,61.0,3.0,1.0
1206,411.0,211.0,434.0,64.0,3.0,74.0,83.0,52.0,0.0,1.0
1207,486.0,148.0,1833.0,25.0,3.0,47.0,98.0,45.0,2.0,1.0
1208,318.0,9.0,1516.0,5.0,1.0,7.0,1.0,3.0,4.0,1.0
1209,129.0,105.0,1642.0,16.0,9.0,23.0,48.0,37.0,4.0,0.0
1210,38.0,121.0,1171.0,26.0,3.0,26.0,19.0,36.0,2.0,1.0
1211,150.0,277.0,2015.0,64.0,5.0,59.0,191.0,90.0,0.0,0.0
1212,18.0,261.0,1800.0,29.0,4.0,92.0,119.0,85.0,5.0,1.0
1213,179.0,103.0,1812.0,13.0,9.0,35.0,59.0,35.0,0.0,0.0
1214,581.0,176.0,1946.0,35.0,5.0,125.0,165.0,85.0,3.0,0.0
1215,22.0,64.0,346.0,20.0,5.0,21.0,20.0,26.0,1.0,0.0
1216,163.0,316.0,201.0,162.0,7.0,109.0,46.0,88.0,1.0,1.0
1217,78.0,172.0,1188.0,69.0,9.0,70.0,5.0,46.0,2.0,1.0
1218,182.0,133.0,1729.0,85.0,8.0,54.0,113.0,44.0,1.0,1.0
1219,295.0,168.0,2029.0,121.0,6.0,71.0,112.0,75.0,1.0,0.0
1220,564.0,164.0,403.0,82.0,4.0,91.0,159.0,60.0,3.0,0.0
1221,160.0,323.0,784.0,167.0,1.0,50.0,240.0,97.0,2.0,1.0
1222,464.0,222.0,860.0,99.0,2.0,48.0,177.0,59.0,5.0,1.0
1223,282.0,112.0,1061.0,52.0,3.0,30.0,17.0,34.0,2.0,1.0
1224,327.0,135.0,1461.0,55.0,4.0,81.0,131.0,63.0,5.0,1.0
1225,361.0,55.0,1818.0,5.0,9.0,20.0,75.0,23.0,0.0,0.0
1226,238.0,20.0,67.0,2.0,7.0,8.0,2.0,7.0,5.0,0.0
1227,522.0,35.0,588.0,11.0,4.0,16.0,39.0,14.0,2.0,0.0
1228,86.0,86.0,109.0,56.0,7.0,22.0,3.0,36.0,2.0,1.0
1229,380.0,288.0,601.0,40.0,6.0,91.0,140.0,74.0,1.0,1.0
1230,149.0,69.0,1746.0,10.0,7.0,21.0,43.0,23.0,2.0,1.0
1231,416.0,99.0,1881.0,86.0,5.0,42.0,30.0,43.0,5.0,0.0
1232,430.0,126.0,958.0,9.0,3.0,37.0,94.0,46.0,2.0,1.0
1233,340.0,114.0,607.0,7.0,6.0,48.0,28.0,33.0,0.0,1.0
1234,137.0,108.0,286.0,25.0,5.0,20.0,86.0,28.0,5.0,1.0
1235,203.0,11.0,517.0,3.0,7.0,9.0,7.0,4.0,3.0,1.0
1236,550.0,323.0,796.0,157.0,1.0,105.0,194.0,85.0,1.0,0.0
1237,155.0,176.0,1713.0,13.0,2.0,50.0,27.0,72.0,1.0,0.0
1238,567.0,207.0,1072.0,16.0,8.0,60.0,99.0,54.0,2.0,1.0
1239,150.0,218.0,419.0,30.0,1.0,74.0,39.0,64.0,3.0,0.0
1240,348.0,227.0,32.0,148.0,5.0,82.0,155.0,82.0,1.0,1.0
1241,401.0,137.0,844.0,73.0,2.0,31.0,96.0,36.0,4.0,1.0
1242,435.0,141.0,2035.0,51.0,2.0,30.0,154.0,57.0,4.0,0.0
1243,229.0,278.0,1309.0,93.0,2.0,60.0,188.0,94.0,1.0,0.0
1244,472.0,13.0,1123.0,1.0,2.0,5.0,4.0,4.0,4.0,0.0
1245,111.0,208.0,499.0,24.0,2.0,56.0,80.0,56.0,0.0,0.0
1246,417.0,259.0,1145.0,71.0,3.0,89.0,204.0,89.0,1.0,0.0
1247,360.0,85.0,1528.0,47.0,5.0,38.0,53.0,36.0,1.0,1.0
1248,561.0,85.0,359.0,13.0,0.0,31.0,51.0,20.0,3.0,1.0
1249,167.0,77.0,1208.0,33.0,6.0,18.0,45.0,21.0,3.0,1.0
1250,482.0,219.0,292.0,119.0,8.0,105.0,85.0,86.0,1.0,0.0
1251,450.0,278.0,1394.0,148.0,9.0,101.0,220.0,92.0,0.0,0.0
1252,339.0,244.0,1972.0,6.0,8.0,68.0,152.0,95.0,5.0,1.0
1253,354.0,304.0,1388.0,99.0,2.0,74.0,58.0,83.0,2.0,1.0
1254,485.0,124.0,1953.0,11.0,6.0,37.0,14.0,35.0,0.0,0.0
1255,12.0,108.0,710.0,38.0,2.0,33.0,49.0,41.0,3.0,0.0
1256,241.0,57.0,1741.0,24.0,1.0,26.0,15.0,16.0,5.0,0.0
1257,197.0,43.0,1914.0,22.0,5.0,12.0,10.0,15.0,5.0,1.0
1258,455.0,206.0,340.0,154.0,8.0,129.0,136.0,86.0,4.0,1.0
1259,264.0,18.0,382.0,5.0,8.0,3.0,5.0,4.0,2.0,1.0
1260,551.0,71.0,1285.0,66.0,7.0,21.0,6.0,33.0,1.0,1.0
1261,405.0,195.0,954.0,134.0,6.0,85.0,136.0,85.0,4.0,0.0
1262,21.0,48.0,976.0,28.0,8.0,15.0,21.0,15.0,2.0,1.0
1263,494.0,86.0,567.0,15.0,9.0,32.0,72.0,33.0,4.0,0.0
1264,73.0,98.0,838.0,26.0,6.0,43.0,65.0,29.0,0.0,0.0
1265,375.0,46.0,250.0,20.0,3.0,15.0,33.0,14.0,4.0,0.0
1266,99.0,232.0,244.0,15.0,5.0,58.0,152.0,80.0,5.0,1.0
1267,90.0,115.0,508.0,37.0,1.0,26.0,58.0,31.0,2.0,0.0
1268,65.0,280.0,563.0,164.0,2.0,93.0,217.0,87.0,2.0,0.0
1269,418.0,212.0,766.0,52.0,7.0,96.0,4.0,62.0,5.0,0.0
1270,316.0,181.0,1579.0,30.0,3.0,48.0,122.0,52.0,0.0,0.0
1271,578.0,136.0,2040.0,1.0,0.0,33.0,102.0,41.0,4.0,0.0
1272,332.0,51.0,1434.0,0.0,7.0,12.0,60.0,20.0,1.0,1.0
1273,435.0,236.0,1552.0,40.0,8.0,70.0,149.0,62.0,2.0,0.0
1274,528.0,15.0,661.0,3.0,1.0,4.0,15.0,4.0,3.0,1.0
1275,227.0,81.0,1343.0,48.0,4.0,15.0,84.0,26.0,2.0,1.0
1276,209.0,66.0,1986.0,34.0,8.0,16.0,47.0,18.0,5.0,0.0
1277,374.0,215.0,2071.0,6.0,8.0,55.0,2.0,75.0,3.0,1.0
1278,256.0,296.0,1159.0,73.0,6.0,82.0,240.0,89.0,3.0,1.0
1279,236.0,90.0,835.0,8.0,9.0,34.0,8.0,22.0,1.0,1.0
1280,523.0,153.0,315.0,48.0,5.0,27.0,56.0,39.0,2.0,0.0
1281,17.0,65.0,61.0,3.0,6.0,36.0,35.0,31.0,2.0,0.0
1282,484.0,202.0,1556.0,105.0,5.0,112.0,223.0,82.0,3.0,1.0
1283,92.0,266.0,564.0,30.0,0.0,97.0,188.0,96.0,4.0,1.0
1284,172.0,302.0,939.0,9.0,4.0,62.0,175.0,92.0,0.0,1.0
1285,551.0,31.0,2080.0,27.0,3.0,13.0,0.0,14.0,0.0,1.0
1286,19.0,96.0,1696.0,74.0,1.0,55.0,77.0,39.0,5.0,1.0
1287,527.0,53.0,485.0,13.0,3.0,19.0,1.0,26.0,0.0,0.0
1288,342.0,56.0,594.0,21.0,3.0,15.0,8.0,17.0,3.0,1.0
1289,94.0,198.0,1869.0,70.0,7.0,84.0,191.0,64.0,0.0,0.0
1290,551.0,261.0,1739.0,7.0,6.0,74.0,93.0,74.0,3.0,1.0
1291,184.0,212.0,1897.0,46.0,2.0,89.0,17.0,62.0,1.0,0.0
1292,139.0,163.0,1821.0,59.0,4.0,85.0,134.0,56.0,3.0,1.0
1293,563.0,239.0,175.0,168.0,3.0,126.0,32.0,93.0,3.0,1.0
1294,271.0,181.0,1282.0,40.0,1.0,49.0,129.0,55.0,5.0,0.0
1295,281.0,130.0,533.0,27.0,1.0,61.0,113.0,49.0,3.0,0.0
1296,378.0,20.0,1524.0,3.0,7.0,4.0,16.0,5.0,4.0,0.0
1297,279.0,4.0,960.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0
1298,312.0,34.0,1377.0,9.0,5.0,18.0,32.0,12.0,4.0,1.0
1299,40.0,311.0,2009.0,1.0,4.0,120.0,8.0,95.0,4.0,0.0
