loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
2060,2, Graduate, No,8200000,27200000,10,425,11400000,4900000,29300000,4500000, Rejected
3460,5, Not Graduate, Yes,5200000,11800000,18,711,14300000,5100000,15500000,4500000, Approved
1817,5, Not Graduate, Yes,8000000,22500000,20,784,7600000,7300000,26000000,10800000, Approved
2276,3, Not Graduate, Yes,8500000,24900000,18,749,9600000,1200000,31700000,10100000, Approved
4166,4, Not Graduate, Yes,8200000,17300000,12,588,9700000,1200000,20700000,4800000, Approved
2033,4, Graduate, Yes,1400000,2900000,6,723,3800000,0,4700000,1600000, Approved
4057,2, Graduate, Yes,7800000,22100000,6,533,11900000,2500000,19300000,10800000, Rejected
2075,3, Graduate, No,8300000,17200000,8,870,4700000,8800000,18300000,10000000, Approved
2208,0, Graduate, No,3500000,12300000,16,479,9700000,6000000,7900000,4700000, Rejected
2576,2, Graduate, No,3600000,12100000,14,408,10100000,4200000,13000000,5400000, Rejected
1289,3, Not Graduate, No,5900000,23200000,2,307,15500000,10000000,21100000,6300000, Approved
4088,0, Not Graduate, No,6900000,19500000,20,686,2300000,8700000,16400000,6200000, Approved
2291,2, Not Graduate, Yes,5100000,19700000,2,733,0,4500000,12900000,6200000, Approved
2776,0, Graduate, No,4900000,18500000,8,659,8800000,1700000,14700000,4900000, Approved
4,3, Graduate, No,8200000,30700000,8,467,18200000,3300000,23300000,7900000, Rejected
3821,4, Graduate, Yes,6000000,12900000,14,723,700000,1600000,13600000,4100000, Approved
1026,5, Not Graduate, No,6100000,23600000,4,725,17400000,5100000,15600000,4800000, Approved
3150,3, Not Graduate, No,7500000,25200000,8,316,1000000,800000,18300000,9000000, Rejected
878,1, Graduate, No,5200000,11200000,6,698,14100000,7600000,18800000,2700000, Approved
471,0, Not Graduate, Yes,6900000,22100000,20,303,13600000,4600000,22000000,6900000, Rejected
3452,0, Not Graduate, No,7400000,25500000,6,463,2300000,5600000,26800000,8400000, Rejected
3470,3, Graduate, Yes,4800000,11500000,12,535,3600000,8000000,15600000,5400000, Rejected
72,5, Graduate, Yes,5300000,18600000,4,386,2700000,9700000,11900000,4200000, Approved
2624,4, Not Graduate, Yes,300000,1100000,4,315,700000,100000,900000,100000, Approved
3835,5, Graduate, No,4500000,10200000,12,726,2900000,8600000,17500000,4200000, Approved
3484,3, Not Graduate, No,3200000,11500000,16,492,4800000,2300000,10400000,3200000, Rejected
506,4, Graduate, Yes,2000000,7200000,10,838,2500000,300000,7600000,1000000, Approved
212,5, Not Graduate, Yes,1700000,6000000,18,420,500000,1600000,3700000,2300000, Rejected
4248,3, Not Graduate, No,3100000,9800000,12,820,6400000,5200000,10900000,4400000, Approved
3120,4, Not Graduate, No,9800000,29400000,8,592,29100000,16700000,35900000,9000000, Approved
3626,5, Graduate, Yes,7400000,17100000,2,441,14700000,1600000,20600000,10800000, Rejected
2668,3, Graduate, Yes,3500000,10200000,12,645,10400000,5700000,10000000,2400000, Approved
4175,4, Not Graduate, No,4000000,15100000,8,800,8700000,6900000,12200000,4400000, Approved
3426,3, Graduate, Yes,7000000,26300000,12,481,14300000,12800000,15100000,9900000, Rejected
4142,2, Graduate, No,5100000,19100000,8,457,13200000,5100000,16400000,7600000, Rejected
1836,2, Not Graduate, No,4300000,11800000,20,701,11600000,4600000,14200000,3300000, Approved
2330,4, Graduate, Yes,9000000,30400000,20,532,21000000,7400000,30500000,13100000, Rejected
3844,4, Not Graduate, No,8400000,29000000,2,463,12700000,1100000,20100000,6700000, Approved
514,3, Graduate, Yes,3400000,9700000,20,728,1500000,1500000,7300000,2400000, Approved
1949,2, Graduate, No,9200000,34200000,2,456,12200000,11300000,25800000,5700000, Approved
3917,1, Graduate, Yes,8900000,21200000,8,716,5400000,9200000,23800000,7900000, Approved
2403,1, Not Graduate, No,7300000,23700000,16,852,9400000,6800000,22600000,8500000, Approved
1173,3, Graduate, No,6500000,25200000,10,858,15400000,10900000,14000000,8100000, Approved
3964,1, Not Graduate, Yes,6000000,20300000,14,845,5000000,7800000,23700000,8700000, Approved
1777,5, Not Graduate, Yes,7500000,17000000,8,300,7800000,8300000,18900000,6700000, Rejected
2536,1, Graduate, No,1600000,4500000,14,673,1900000,2700000,3700000,1300000, Approved
3431,2, Not Graduate, No,3700000,9200000,10,819,8500000,2000000,10200000,3100000, Approved
4184,2, Graduate, No,6600000,21500000,18,471,13700000,9800000,17100000,4800000, Rejected
895,1, Graduate, No,5900000,16800000,4,806,11200000,9700000,22800000,7100000, Approved
802,2, Graduate, No,4100000,12800000,16,344,10300000,7000000,15800000,4100000, Rejected
364,3, Not Graduate, Yes,6800000,26900000,16,818,14700000,10400000,26300000,7300000, Approved
1126,4, Not Graduate, No,7200000,27400000,8,735,14100000,14200000,19400000,9500000, Approved
1936,0, Not Graduate, No,4500000,17100000,8,303,7400000,8200000,17400000,4200000, Rejected
3852,4, Not Graduate, Yes,2000000,5200000,16,724,5200000,3800000,4600000,2800000, Approved
3783,5, Graduate, Yes,9500000,21700000,16,307,27500000,2700000,28500000,9700000, Rejected
1713,2, Not Graduate, Yes,3000000,7400000,10,712,5100000,1000000,11600000,3800000, Approved
3548,0, Graduate, Yes,5300000,17600000,4,790,2000000,10200000,19700000,7700000, Approved
865,0, Not Graduate, Yes,7200000,20700000,10,733,15600000,12000000,19200000,9900000, Approved
3930,0, Not Graduate, Yes,3900000,14100000,20,811,5700000,3600000,10500000,5300000, Approved
3956,2, Graduate, No,6000000,13900000,4,533,3000000,9600000,14600000,4100000, Rejected
3310,1, Not Graduate, No,5800000,18700000,20,586,14100000,3000000,15600000,6000000, Approved
3059,3, Graduate, Yes,7800000,25600000,6,523,13600000,7100000,20800000,9200000, Rejected
4261,5, Graduate, No,8800000,29300000,10,560,16800000,13900000,31100000,9900000, Approved
3167,5, Graduate, No,3300000,11800000,16,845,6000000,1500000,9200000,2600000, Approved
1881,3, Not Graduate, No,3700000,10900000,16,301,7800000,2300000,9600000,3400000, Rejected
2333,3, Graduate, Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000, Approved
3724,1, Not Graduate, No,3500000,12700000,4,350,5200000,6800000,12900000,1800000, Approved
366,3, Graduate, No,9400000,21900000,16,685,8100000,5600000,34500000,5000000, Approved
1666,1, Graduate, No,4100000,9400000,6,713,0,1000000,11100000,3100000, Approved
1540,4, Not Graduate, Yes,1500000,4600000,6,524,3700000,2000000,5000000,1400000, Rejected
431,4, Not Graduate, Yes,9300000,27500000,18,338,21500000,500000,34900000,6600000, Rejected
3018,5, Not Graduate, No,3300000,10000000,12,489,2000000,500000,7200000,2800000, Rejected
1948,2, Graduate, Yes,4800000,12900000,8,740,9300000,900000,11000000,3700000, Approved
497,5, Graduate, Yes,9800000,30300000,6,867,20800000,16000000,30200000,7600000, Approved
4084,3, Graduate, Yes,7700000,22300000,20,895,22200000,13300000,23900000,9100000, Approved
2758,0, Graduate, No,8000000,29800000,12,736,600000,15700000,30800000,8400000, Approved
870,3, Graduate, No,6600000,22100000,4,455,3800000,3000000,25100000,7400000, Approved
1784,1, Graduate, Yes,8000000,24600000,12,649,10800000,1600000,21800000,9200000, Approved
1979,0, Not Graduate, Yes,3900000,9600000,10,783,9900000,2100000,10900000,3900000, Approved
3681,5, Not Graduate, No,2700000,5600000,2,815,1100000,2000000,7100000,2600000, Approved
874,4, Graduate, No,9000000,34700000,4,771,4800000,9500000,34100000,7700000, Approved
4193,1, Not Graduate, Yes,3200000,8100000,10,670,9100000,3800000,9200000,1900000, Approved
540,3, Not Graduate, Yes,3400000,13200000,8,783,6500000,300000,13000000,4900000, Approved
691,5, Graduate, No,1700000,4300000,2,517,100000,200000,6200000,1600000, Rejected
756,4, Graduate, No,600000,1600000,20,869,1400000,1000000,1700000,200000, Approved
2384,1, Not Graduate, Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000, Approved
4116,4, Not Graduate, Yes,3200000,6800000,16,675,8000000,1900000,6800000,4000000, Approved
1687,5, Graduate, No,3200000,8700000,16,558,2600000,2500000,9100000,1800000, Approved
2251,2, Graduate, Yes,7000000,19000000,6,523,5300000,9300000,25800000,9500000, Rejected
1837,5, Not Graduate, No,2500000,8800000,10,769,3700000,1600000,8200000,2700000, Approved
790,2, Graduate, No,3100000,8700000,18,544,5300000,1100000,12200000,1500000, Rejected
1255,5, Not Graduate, Yes,9800000,35700000,10,726,9400000,18900000,31200000,12000000, Approved
4072,0, Graduate, Yes,7000000,14000000,4,702,9000000,3100000,21400000,7600000, Approved
3006,5, Graduate, Yes,6400000,21900000,12,699,15700000,500000,17200000,3800000, Approved
3314,0, Graduate, No,7500000,23000000,14,725,8900000,4800000,20200000,7100000, Approved
1710,4, Graduate, No,6300000,15000000,18,750,800000,6500000,15400000,7700000, Approved
1800,2, Not Graduate, Yes,9500000,36800000,6,493,24100000,13800000,32100000,6200000, Rejected
2819,1, Not Graduate, Yes,9500000,24400000,14,696,25500000,6700000,29500000,6300000, Approved
341,2, Not Graduate, No,6800000,23500000,12,341,19300000,11800000,14300000,8500000, Rejected
233,0, Not Graduate, Yes,2700000,6800000,20,796,700000,4200000,7000000,1900000, Approved
663,2, Not Graduate, No,5300000,20200000,10,348,9200000,9500000,17300000,6100000, Rejected
1945,0, Graduate, Yes,4700000,17700000,16,887,1300000,4900000,13200000,6700000, Approved
3727,2, Not Graduate, No,8400000,28300000,10,822,1800000,16000000,33000000,4400000, Approved
342,5, Graduate, No,8600000,21000000,8,465,11700000,14900000,19500000,9900000, Rejected
909,4, Not Graduate, No,3500000,10200000,12,333,7600000,6400000,8100000,3400000, Rejected
3205,2, Not Graduate, No,5300000,10900000,6,647,14600000,3500000,18700000,3200000, Approved
3546,0, Not Graduate, Yes,2000000,6000000,14,393,1500000,1400000,5900000,2900000, Rejected
1368,0, Graduate, Yes,2400000,5900000,10,650,5100000,3700000,5300000,2300000, Approved
1546,2, Not Graduate, Yes,8200000,27800000,16,827,11500000,8700000,26000000,10700000, Approved
2303,5, Graduate, Yes,9700000,30100000,12,434,19600000,17900000,21000000,6900000, Rejected
1071,2, Not Graduate, Yes,2800000,10100000,16,531,2900000,2900000,7200000,4100000, Rejected
3579,2, Not Graduate, No,7000000,22400000,6,649,12200000,9900000,17800000,8900000, Approved
1967,4, Graduate, Yes,2900000,8300000,10,318,8700000,4100000,10900000,2100000, Rejected
3356,3, Not Graduate, No,5500000,17600000,8,882,5800000,7800000,20300000,3100000, Approved
3882,0, Graduate, Yes,5500000,17100000,8,353,400000,200000,17100000,5200000, Rejected
83,2, Not Graduate, Yes,9900000,21200000,16,363,25500000,11400000,26600000,6800000, Rejected
1089,4, Not Graduate, Yes,7800000,19500000,14,739,1900000,9000000,20400000,4400000, Approved
678,1, Graduate, No,6500000,23100000,20,741,11400000,8500000,25700000,7900000, Approved
2028,4, Not Graduate, Yes,3800000,8200000,4,309,10900000,3900000,10200000,3300000, Rejected
3631,4, Graduate, Yes,2900000,5900000,18,621,200000,3100000,8500000,3500000, Approved
2724,3, Graduate, Yes,7700000,18100000,20,736,7800000,14500000,29100000,10000000, Approved
1768,5, Graduate, Yes,200000,400000,18,822,200000,300000,600000,300000, Approved
3597,2, Not Graduate, Yes,2300000,9000000,6,583,3600000,1300000,6900000,3400000, Approved
2032,5, Graduate, Yes,4400000,10600000,20,806,9700000,3600000,10800000,2500000, Approved
2680,0, Graduate, No,3100000,8100000,18,768,400000,1600000,11600000,2400000, Approved
1993,0, Not Graduate, Yes,7300000,22600000,12,851,3300000,3400000,24800000,5300000, Approved
3831,0, Graduate, Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000, Approved
3166,2, Graduate, Yes,7500000,15100000,8,488,19800000,0,28500000,6700000, Rejected
1140,1, Graduate, Yes,6400000,17300000,10,879,10000000,1100000,15400000,8200000, Approved
3206,3, Graduate, No,4700000,10900000,2,626,9200000,2300000,14600000,5200000, Approved
2713,0, Not Graduate, No,9500000,24800000,2,564,17400000,16000000,19600000,12000000, Approved
623,4, Graduate, Yes,5300000,19200000,4,655,14200000,6900000,17800000,3900000, Approved
1556,3, Graduate, No,200000,800000,18,752,200000,200000,300000,200000, Approved
2794,4, Graduate, No,8400000,23400000,12,350,18700000,9100000,27500000,6700000, Rejected
379,2, Not Graduate, Yes,5000000,17600000,20,465,6200000,5200000,16500000,5200000, Rejected
769,4, Graduate, No,5300000,15400000,8,584,5100000,1700000,14000000,5000000, Approved
239,3, Not Graduate, Yes,4700000,17500000,8,585,1200000,3100000,9600000,4900000, Approved
2170,2, Graduate, No,4600000,14800000,6,410,12900000,6800000,16100000,5800000, Rejected
1509,0, Not Graduate, Yes,2300000,6000000,16,756,2900000,2100000,7500000,1200000, Approved
1063,3, Not Graduate, Yes,600000,1400000,16,509,600000,300000,2400000,900000, Rejected
1495,1, Graduate, Yes,2200000,8700000,20,539,1000000,4000000,8200000,2600000, Rejected
1954,1, Not Graduate, No,4600000,15200000,4,593,13800000,3800000,11700000,3900000, Approved
704,4, Not Graduate, Yes,6700000,15800000,12,466,7500000,4600000,19900000,6600000, Rejected
2514,0, Not Graduate, No,1800000,4200000,6,836,1300000,1900000,6800000,2000000, Approved
4032,5, Graduate, Yes,9700000,24700000,18,648,15100000,600000,25200000,6800000, Approved
214,5, Not Graduate, No,1900000,7500000,20,715,5100000,2800000,6500000,2800000, Approved
4056,0, Graduate, No,4900000,16300000,14,479,1600000,6400000,18600000,2700000, Rejected
863,2, Not Graduate, No,4800000,10600000,8,588,3700000,5200000,15000000,4500000, Approved
1399,5, Not Graduate, No,9400000,36800000,20,891,13900000,16600000,19300000,8900000, Approved
920,0, Not Graduate, Yes,8800000,25600000,10,715,25300000,2500000,34900000,8600000, Approved
4221,0, Graduate, No,8400000,31000000,4,783,19000000,13300000,30600000,6900000, Approved
845,2, Graduate, Yes,6500000,20900000,14,327,8200000,100000,22800000,4700000, Rejected
2742,2, Graduate, No,5300000,19300000,16,368,14700000,400000,11600000,3700000, Rejected
1476,5, Not Graduate, No,9700000,28400000,4,494,5300000,12000000,24400000,10000000, Rejected
3428,0, Not Graduate, Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000, Rejected
2970,4, Graduate, No,4500000,15800000,14,439,8900000,6900000,15200000,4400000, Rejected
1508,3, Graduate, Yes,6500000,22400000,6,488,16800000,11700000,21700000,6800000, Rejected
1874,2, Not Graduate, No,4500000,14500000,18,498,7900000,200000,13500000,4800000, Rejected
507,4, Not Graduate, Yes,4200000,15900000,14,375,7200000,7900000,16200000,3000000, Rejected
218,4, Graduate, Yes,9600000,21100000,6,809,16100000,9500000,34700000,8700000, Approved
3272,3, Not Graduate, Yes,5800000,14100000,12,738,11700000,4400000,15400000,8400000, Approved
390,0, Graduate, Yes,6200000,22400000,18,873,15700000,6600000,15800000,8200000, Approved
1735,4, Not Graduate, No,6700000,13400000,10,436,3600000,1200000,23200000,7500000, Rejected
2474,3, Not Graduate, Yes,900000,2300000,12,900,1300000,0,3300000,1100000, Approved
763,5, Not Graduate, Yes,5600000,14500000,10,457,6900000,7800000,20600000,4600000, Rejected
1407,4, Graduate, No,7900000,31400000,8,698,16500000,11400000,28700000,5100000, Approved
2885,4, Not Graduate, Yes,4400000,15000000,12,459,5700000,800000,11400000,2400000, Rejected
330,4, Not Graduate, No,200000,600000,10,404,0,100000,400000,0, Rejected
2398,3, Not Graduate, No,200000,800000,20,730,0,300000,400000,300000, Approved
4055,5, Graduate, Yes,3800000,10100000,2,571,7400000,6600000,12600000,3300000, Approved
3639,3, Not Graduate, Yes,8500000,26100000,2,683,6600000,10400000,24100000,5700000, Approved
1278,3, Not Graduate, Yes,9400000,21400000,10,323,5100000,15500000,29600000,11300000, Rejected
23,4, Graduate, Yes,6500000,25700000,18,311,13100000,1700000,19500000,8500000, Rejected
1742,1, Not Graduate, No,2300000,8200000,8,784,2000000,0,7600000,1100000, Approved
35,3, Graduate, No,4900000,11900000,8,612,9700000,1200000,19000000,5800000, Approved
3349,4, Graduate, No,1400000,2700000,18,703,600000,1300000,5400000,900000, Approved
822,0, Not Graduate, Yes,2000000,5900000,12,900,3800000,2400000,7100000,3000000, Approved
1862,3, Not Graduate, Yes,5000000,16700000,20,420,1100000,5000000,18700000,6900000, Rejected
1439,1, Not Graduate, No,8000000,27800000,6,667,6000000,12600000,22500000,9900000, Approved
1700,3, Not Graduate, No,7600000,26600000,4,689,5300000,600000,24300000,8600000, Approved
2419,0, Not Graduate, No,9000000,35100000,6,898,500000,16200000,20700000,9100000, Approved
3232,3, Graduate, No,1500000,5400000,18,687,200000,400000,4500000,1700000, Approved
288,5, Not Graduate, No,4000000,13900000,6,530,6000000,5600000,12500000,6000000, Rejected
2232,4, Not Graduate, Yes,9400000,20000000,12,817,3600000,1600000,34400000,8000000, Approved
2415,2, Not Graduate, Yes,3800000,12400000,8,340,1800000,2600000,9700000,2600000, Rejected
4231,2, Not Graduate, No,3700000,13500000,4,820,4700000,1600000,14000000,5300000, Approved
533,5, Graduate, Yes,6900000,23900000,6,382,17100000,6900000,21500000,8900000, Rejected
3606,3, Graduate, Yes,5800000,23000000,16,361,6000000,10100000,23000000,2800000, Rejected
4134,5, Graduate, Yes,3000000,8800000,14,402,5600000,5300000,8600000,4200000, Rejected
1820,3, Graduate, Yes,7600000,30000000,10,344,19000000,13700000,27600000,11100000, Rejected
3792,5, Not Graduate, Yes,1000000,2400000,18,613,1600000,1300000,2600000,600000, Approved
1162,5, Graduate, No,8100000,21900000,18,378,5200000,3400000,16200000,9600000, Rejected
2162,0, Not Graduate, No,6400000,14200000,2,512,1600000,9200000,23100000,3500000, Rejected
3233,2, Graduate, No,6500000,14100000,14,577,4600000,12000000,25100000,3900000, Approved
1989,3, Not Graduate, No,7000000,18400000,18,837,2800000,7900000,15400000,5700000, Approved
2789,0, Not Graduate, Yes,2600000,9900000,20,368,3600000,1500000,5200000,2000000, Rejected
2041,1, Not Graduate, Yes,5600000,21100000,10,459,9700000,1400000,13900000,8100000, Rejected
1657,0, Not Graduate, No,4200000,14800000,20,510,9200000,5700000,11900000,2600000, Rejected
1031,3, Graduate, Yes,7900000,26600000,12,409,17100000,1400000,22500000,8700000, Rejected
3200,0, Graduate, No,3100000,11100000,8,504,3500000,4600000,11400000,1800000, Rejected
7,5, Graduate, No,8700000,33000000,4,678,22500000,14800000,29200000,4300000, Approved
2990,5, Not Graduate, Yes,6500000,13800000,10,636,13000000,5500000,19400000,8100000, Approved
582,1, Not Graduate, No,8800000,22200000,18,794,8400000,11900000,21000000,10500000, Approved
1105,3, Graduate, No,1400000,3800000,8,840,1700000,200000,5300000,1500000, Approved
905,2, Graduate, No,4100000,14900000,12,571,-100000,5200000,13000000,3400000, Approved
1212,0, Not Graduate, Yes,9600000,22900000,8,515,4300000,14700000,33300000,7800000, Rejected
2081,0, Graduate, Yes,1000000,3200000,8,304,500000,600000,3700000,700000, Rejected
2714,5, Not Graduate, Yes,4000000,8200000,2,571,3500000,7700000,9500000,4400000, Approved
2413,4, Not Graduate, No,9700000,26200000,4,518,26200000,0,22500000,14000000, Rejected
1440,3, Not Graduate, No,3900000,10500000,20,821,1600000,6300000,11000000,3900000, Approved
1685,5, Graduate, No,7100000,14500000,14,664,5300000,12900000,15700000,9200000, Approved
2241,5, Not Graduate, Yes,7400000,16200000,2,778,17000000,2700000,19400000,9200000, Approved
1559,4, Not Graduate, No,300000,1000000,10,819,700000,300000,900000,200000, Approved
182,0, Graduate, Yes,900000,2200000,16,566,100000,700000,2000000,600000, Approved
215,2, Not Graduate, Yes,6700000,15200000,10,689,0,8200000,15000000,6800000, Approved
2534,5, Graduate, No,9000000,32800000,4,773,10600000,4100000,18900000,11500000, Approved
3850,2, Not Graduate, No,5000000,14700000,12,837,2200000,7200000,11700000,4800000, Approved
2697,0, Not Graduate, Yes,2400000,5200000,16,740,6300000,1000000,7500000,2900000, Approved
1147,2, Graduate, Yes,8000000,31200000,8,553,6800000,3500000,21000000,10300000, Approved
2857,3, Not Graduate, Yes,8300000,31400000,6,674,1000000,1600000,17200000,6100000, Rejected
359,0, Graduate, Yes,8200000,20800000,14,372,3800000,100000,26100000,5200000, Rejected
2608,4, Not Graduate, No,5400000,12600000,18,786,300000,2500000,21000000,6600000, Approved
417,0, Graduate, Yes,6100000,23300000,12,478,3800000,2300000,17700000,4900000, Rejected
873,0, Not Graduate, Yes,7500000,25800000,18,844,9100000,600000,18600000,6500000, Approved
3885,1, Not Graduate, Yes,5600000,18000000,10,531,6500000,9000000,19800000,8400000, Rejected
1603,4, Graduate, Yes,9700000,25000000,4,542,9800000,12000000,29300000,13400000, Rejected
3881,3, Not Graduate, No,9100000,19300000,12,696,26200000,7700000,30100000,13300000, Approved
3357,4, Graduate, No,5100000,15500000,8,392,6700000,8100000,13600000,6700000, Rejected
597,3, Not Graduate, Yes,6200000,14600000,2,664,18300000,8400000,16800000,6600000, Approved
3981,1, Not Graduate, Yes,400000,900000,8,828,600000,500000,1500000,300000, Approved
3823,0, Graduate, No,1800000,6600000,4,898,2400000,100000,4600000,1400000, Approved
1356,2, Graduate, No,4600000,15600000,2,764,7700000,1500000,16000000,5800000, Approved
2823,4, Not Graduate, Yes,1400000,3700000,12,621,3100000,900000,5100000,1800000, Approved
2479,5, Graduate, No,7400000,27100000,4,320,19800000,14600000,25200000,9400000, Approved
2496,3, Graduate, No,4700000,10800000,8,527,13300000,3100000,13600000,4800000, Rejected
2150,1, Graduate, No,800000,3000000,4,338,900000,1000000,2600000,400000, Approved
3519,0, Not Graduate, No,4800000,18800000,16,551,7900000,9400000,17300000,5500000, Approved
4105,0, Not Graduate, No,7000000,23600000,14,663,13800000,9100000,21300000,7200000, Approved
61,2, Not Graduate, No,8500000,18900000,18,478,23800000,16300000,25900000,11400000, Rejected
2256,1, Not Graduate, No,8900000,24000000,6,380,16500000,7400000,27700000,7500000, Rejected
789,4, Not Graduate, No,1200000,4300000,8,598,1600000,1800000,3200000,1300000, Approved
890,2, Not Graduate, Yes,4800000,16500000,10,350,2000000,6500000,11400000,2900000, Rejected
1119,3, Graduate, No,3200000,10100000,20,704,3400000,4800000,9000000,3900000, Approved
1455,3, Not Graduate, Yes,300000,1000000,12,469,600000,400000,700000,300000, Rejected
289,1, Not Graduate, Yes,3100000,11300000,14,824,3700000,6000000,11000000,4400000, Approved
1793,0, Not Graduate, Yes,800000,2400000,16,825,700000,0,3100000,1100000, Approved
3474,5, Graduate, No,3600000,11600000,14,546,8500000,300000,12000000,4800000, Rejected
2806,3, Graduate, No,2800000,10900000,2,710,600000,2400000,5600000,3600000, Approved
2893,1, Graduate, Yes,6800000,22900000,6,576,500000,11100000,13800000,5600000, Approved
9,0, Graduate, Yes,800000,2200000,20,782,1300000,800000,2800000,600000, Approved
1750,0, Not Graduate, Yes,9200000,34900000,4,702,16900000,16000000,24100000,9800000, Approved
1826,3, Not Graduate, No,8100000,30400000,12,606,900000,1100000,31900000,11600000, Approved
2965,2, Not Graduate, No,3100000,9000000,20,892,5000000,5600000,7100000,4000000, Approved
3215,4, Graduate, No,300000,1200000,18,544,700000,100000,800000,100000, Rejected
714,1, Graduate, Yes,4400000,14700000,8,894,11400000,6300000,9400000,2400000, Approved
4118,1, Graduate, Yes,3500000,13100000,10,477,3200000,6200000,7500000,3100000, Rejected
3562,4, Graduate, No,9300000,35900000,18,461,9800000,12700000,26200000,11400000, Rejected
3432,4, Graduate, No,400000,1400000,18,827,-100000,0,900000,600000, Approved
2853,3, Not Graduate, No,4500000,11700000,18,775,8700000,2800000,12700000,4500000, Approved
965,1, Graduate, No,2700000,8100000,16,691,2000000,3600000,8100000,2100000, Approved
2606,3, Graduate, Yes,7800000,27200000,16,560,3600000,8100000,21800000,8600000, Approved
3789,4, Not Graduate, Yes,3900000,8900000,10,665,9300000,4000000,9200000,5300000, Approved
3733,3, Graduate, No,1000000,4000000,6,625,700000,100000,2800000,500000, Approved
2302,4, Not Graduate, No,600000,1600000,6,784,300000,100000,1900000,500000, Approved
4053,1, Not Graduate, No,1200000,4600000,20,323,2000000,1700000,2600000,1400000, Rejected
937,1, Graduate, No,4700000,11700000,6,308,11800000,1100000,15100000,3700000, Rejected
456,0, Not Graduate, No,6000000,12400000,2,608,3000000,2100000,17900000,6800000, Approved
539,5, Not Graduate, Yes,8600000,26300000,10,843,23300000,9800000,18100000,11300000, Approved
875,2, Graduate, No,5400000,12500000,4,622,14400000,2900000,11800000,5400000, Approved
269,0, Not Graduate, No,5400000,16800000,10,599,5300000,7400000,14500000,7600000, Approved
3136,3, Not Graduate, Yes,8400000,27000000,8,746,15000000,8400000,27000000,12500000, Approved
1315,1, Graduate, No,6200000,14300000,20,819,7500000,11700000,16700000,4300000, Approved
766,0, Not Graduate, No,7900000,31500000,14,849,19400000,10300000,26600000,10600000, Approved
546,3, Graduate, Yes,9400000,20500000,6,645,17400000,13000000,24500000,10200000, Approved
3822,5, Graduate, Yes,600000,1500000,12,509,1600000,100000,1900000,800000, Rejected
2389,5, Not Graduate, Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000, Approved
3937,5, Graduate, No,1200000,2400000,14,495,1800000,1800000,4100000,1300000, Rejected
2167,0, Graduate, No,5100000,19900000,18,655,4400000,0,17100000,7100000, Approved
1552,0, Graduate, No,2900000,7800000,8,367,700000,3700000,7700000,3600000, Rejected
1259,1, Not Graduate, Yes,4400000,16600000,18,385,800000,5300000,13400000,5100000, Rejected
3627,3, Not Graduate, No,6900000,18500000,6,360,14000000,0,18800000,9600000, Rejected
414,1, Graduate, No,4100000,8400000,20,608,1400000,8000000,10000000,4400000, Approved
3878,2, Graduate, Yes,3100000,10700000,4,398,3100000,3000000,7400000,2000000, Approved
2223,1, Graduate, No,8600000,26700000,10,735,11800000,9100000,20700000,11200000, Approved
4161,1, Graduate, No,1600000,3300000,2,513,400000,1300000,4600000,2200000, Rejected
401,4, Graduate, No,5400000,15700000,18,452,13700000,2600000,16500000,6600000, Rejected
3557,5, Graduate, No,5200000,20700000,2,538,3200000,2000000,14600000,3600000, Approved
2297,4, Graduate, No,7000000,25700000,20,597,19900000,13500000,27500000,10100000, Approved
3528,0, Graduate, No,1800000,6900000,10,853,900000,400000,3700000,1700000, Rejected
1547,0, Not Graduate, No,3500000,11900000,12,686,4400000,4800000,10100000,2500000, Approved
94,1, Graduate, No,1700000,6400000,10,452,900000,1100000,5600000,2100000, Rejected
1525,2, Not Graduate, Yes,3000000,7100000,4,819,5400000,4800000,6000000,2100000, Approved
3810,2, Graduate, No,7000000,23900000,18,628,13400000,6600000,25200000,7200000, Approved
1008,0, Graduate, No,4400000,10600000,20,653,6800000,4600000,16800000,5400000, Approved
2360,3, Not Graduate, No,9200000,35500000,2,715,11100000,11800000,19800000,11700000, Approved
2024,3, Graduate, No,5900000,14400000,10,408,2400000,5100000,23000000,3700000, Rejected
3523,1, Graduate, No,2900000,9600000,4,658,8200000,4300000,7000000,2700000, Approved
2567,4, Not Graduate, Yes,2200000,8600000,2,461,1400000,3000000,4700000,2100000, Approved
127,4, Not Graduate, Yes,400000,800000,10,859,900000,500000,800000,200000, Approved
2202,4, Not Graduate, Yes,9300000,24600000,16,419,18100000,0,26700000,5100000, Rejected
1141,2, Not Graduate, Yes,6000000,12600000,16,649,4800000,5300000,23900000,5100000, Approved
3604,4, Not Graduate, Yes,6400000,15500000,2,324,18400000,11100000,13900000,4500000, Rejected
921,4, Graduate, Yes,8900000,20700000,6,684,1100000,9200000,20400000,6700000, Approved
3541,1, Graduate, No,7900000,15800000,8,551,800000,3500000,18700000,8300000, Approved
636,0, Not Graduate, No,5300000,20000000,6,881,15900000,3700000,19500000,4000000, Approved
